product_id,pred_segment,shap_push,shap_push_val,shap_barrier,shap_barrier_val,recommendation_text
B00E3DVQFS,SOCIAL_PROOF,rating,2.7489,tfidf_black,-0.2237,Key driver: rating. Main barrier: tfidf_black. Optimise tfidf_black to shift toward a higher-value segment.
B09XJ1LM7R,DEAL_SEEKER,savings_ratio,3.301,social_proof_score,-0.3307,Discount (savings_ratio=0.50) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B09BN2NPBD,DEAL_SEEKER,savings_ratio,3.4678,tfidf_mini,-0.1827,Discount (savings_ratio=0.51) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B08L5HMJVW,DEAL_SEEKER,savings_ratio,3.1548,trust_score,-0.7773,Low trust_score (2.33) is barrier to QUALITY_FIRST. Improving seller rating and response rate could boost trust score by 0.2+ and shift segment.
B08Y57TPDM,QUALITY_FIRST,savings_ratio,1.0597,rating,-2.329,Key driver: savings_ratio. Main barrier: rating. Optimise rating to shift toward a higher-value segment.
B08K36NZSV,DEAL_SEEKER,savings_ratio,3.2733,tfidf_10,-0.405,Discount (savings_ratio=0.50) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B0148NPH9I,SOCIAL_PROOF,rating,2.651,tfidf_black,-0.2419,Key driver: rating. Main barrier: tfidf_black. Optimise tfidf_black to shift toward a higher-value segment.
B0B9BD2YL4,DEAL_SEEKER,savings_ratio,3.6809,about_length,-0.2293,Discount (savings_ratio=0.63) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B07B275VN9,QUALITY_FIRST,rating,5.0855,savings_ratio,-1.2407,Key driver: rating. Main barrier: savings_ratio. Optimise savings_ratio to shift toward a higher-value segment.
B00N1U7JXM,DEAL_SEEKER,savings_ratio,3.4066,price_savings,-0.357,Discount (savings_ratio=0.49) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B09ZDVL7L8,QUALITY_FIRST,rating,2.9189,price_savings,-0.1935,Key driver: rating. Main barrier: price_savings. Optimise price_savings to shift toward a higher-value segment.
B08CFCK6CW,QUALITY_FIRST,rating,5.3425,savings_ratio,-1.2268,Key driver: rating. Main barrier: savings_ratio. Optimise savings_ratio to shift toward a higher-value segment.
B07LFWP97N,DEAL_SEEKER,savings_ratio,3.9507,has_colour,-0.0649,Discount (savings_ratio=0.76) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B09YV575RK,DEAL_SEEKER,savings_ratio,3.6778,tfidf_mic,-0.3951,Discount (savings_ratio=0.75) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B08HQL67D6,NICHE_EXPLORER,review_percentile,2.6786,social_proof_score,-0.1898,Key driver: review_percentile. Main barrier: social_proof_score. Optimise social_proof_score to shift toward a higher-value segment.
B07F1T31ZZ,QUALITY_FIRST,savings_ratio,1.091,has_colour,-0.104,Key driver: savings_ratio. Main barrier: has_colour. Optimise has_colour to shift toward a higher-value segment.
B08VGM3YMF,DEAL_SEEKER,savings_ratio,3.9382,price_savings,-0.3596,Discount (savings_ratio=0.60) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B09ZQK9X8G,DEAL_SEEKER,savings_ratio,3.6548,review_log,-0.2025,Low review volume (log=8.55) limits SOCIAL_PROOF signal. Incentivise reviews — target 50+ reviews for stronger classification.
B09LHXNZLR,QUALITY_FIRST,rating,5.434,savings_ratio,-1.2336,Key driver: rating. Main barrier: savings_ratio. Optimise savings_ratio to shift toward a higher-value segment.
B08LT9BMPP,SOCIAL_PROOF,rating,2.6277,word_count,-0.2298,Key driver: rating. Main barrier: word_count. Optimise word_count to shift toward a higher-value segment.
B09PNR6F8Q,QUALITY_FIRST,savings_ratio,1.2349,tfidf_black,-0.2799,Key driver: savings_ratio. Main barrier: tfidf_black. Optimise tfidf_black to shift toward a higher-value segment.
B0B9RN5X8B,QUALITY_FIRST,review_percentile,1.0352,rating,-0.4879,Key driver: review_percentile. Main barrier: rating. Optimise rating to shift toward a higher-value segment.
B08SMJT55F,DEAL_SEEKER,savings_ratio,3.7343,tfidf_wireless,-0.1257,Discount (savings_ratio=0.70) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B012ELCYUG,SOCIAL_PROOF,rating,1.9271,tfidf_white,-0.2144,Key driver: rating. Main barrier: tfidf_white. Optimise tfidf_white to shift toward a higher-value segment.
B094JNXNPV,QUALITY_FIRST,rating,1.1087,keyword_density,-0.4209,Key driver: rating. Main barrier: keyword_density. Optimise keyword_density to shift toward a higher-value segment.
B08CF3D7QR,DEAL_SEEKER,savings_ratio,3.8367,price_savings,-0.2865,Discount (savings_ratio=0.55) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B09L8DSSFH,QUALITY_FIRST,rating,5.4523,savings_ratio,-1.2015,Key driver: rating. Main barrier: savings_ratio. Optimise savings_ratio to shift toward a higher-value segment.
B0B5B6PQCT,DEAL_SEEKER,savings_ratio,3.4803,rating,-0.7941,Low product rating (3.8★) prevents QUALITY_FIRST entry. Improve review quality — target 4.2★+ for threshold crossing.
B09JN37WBX,DEAL_SEEKER,savings_ratio,3.8163,social_proof_score,-0.2192,Discount (savings_ratio=0.57) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B09Q5SWVBJ,NICHE_EXPLORER,review_percentile,2.7924,has_colour,-0.1561,Key driver: review_percentile. Main barrier: has_colour. Optimise has_colour to shift toward a higher-value segment.
B08TGG316Z,DEAL_SEEKER,savings_ratio,3.8005,review_log,-0.2025,Low review volume (log=8.21) limits SOCIAL_PROOF signal. Incentivise reviews — target 50+ reviews for stronger classification.
B09FKDH6FS,NICHE_EXPLORER,review_percentile,2.4798,trust_score,-0.1019,Key driver: review_percentile. Main barrier: trust_score. Optimise trust_score to shift toward a higher-value segment.
B09YV463SW,DEAL_SEEKER,savings_ratio,3.7769,about_length,-0.2359,Discount (savings_ratio=0.85) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B07DJ5KYDZ,DEAL_SEEKER,savings_ratio,3.6255,review_log,-0.2025,Low review volume (log=8.43) limits SOCIAL_PROOF signal. Incentivise reviews — target 50+ reviews for stronger classification.
B07S9M8YTY,DEAL_SEEKER,savings_ratio,3.391,price_savings,-0.261,Discount (savings_ratio=0.48) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B09RKFBCV7,DEAL_SEEKER,savings_ratio,3.7528,about_length,-0.2491,Discount (savings_ratio=0.75) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B07SY4C3TD,SOCIAL_PROOF,rating,2.7466,tfidf_black,-0.2228,Key driver: rating. Main barrier: tfidf_black. Optimise tfidf_black to shift toward a higher-value segment.
B09NHVCHS9,DEAL_SEEKER,savings_ratio,3.8608,price_savings,-0.314,Discount (savings_ratio=0.70) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B0BP18W8TM,DEAL_SEEKER,savings_ratio,3.5973,social_proof_score,-0.3837,Discount (savings_ratio=0.60) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B0746JGVDS,DEAL_SEEKER,savings_ratio,3.8481,review_log,-0.1721,Low review volume (log=10.75) limits SOCIAL_PROOF signal. Incentivise reviews — target 50+ reviews for stronger classification.
B09MQSCJQ1,DEAL_SEEKER,savings_ratio,3.731,review_log,-0.1672,Low review volume (log=11.15) limits SOCIAL_PROOF signal. Incentivise reviews — target 50+ reviews for stronger classification.
B09GFM8CGS,NICHE_EXPLORER,review_percentile,2.6032,tfidf_black,-0.3775,Key driver: review_percentile. Main barrier: tfidf_black. Optimise tfidf_black to shift toward a higher-value segment.
B06XSK3XL6,NICHE_EXPLORER,review_percentile,2.3397,rating,-1.3838,Key driver: review_percentile. Main barrier: rating. Optimise rating to shift toward a higher-value segment.
B09MT84WV5,DEAL_SEEKER,savings_ratio,3.79,review_log,-0.1672,Low review volume (log=11.85) limits SOCIAL_PROOF signal. Incentivise reviews — target 50+ reviews for stronger classification.
B0B9XLX8VR,QUALITY_FIRST,savings_ratio,1.2323,rating,-2.3159,Key driver: savings_ratio. Main barrier: rating. Optimise rating to shift toward a higher-value segment.
B08J7VCT12,DEAL_SEEKER,savings_ratio,3.6129,review_percentile,-0.1315,Discount (savings_ratio=0.53) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B0B3MWYCHQ,DEAL_SEEKER,savings_ratio,3.6886,about_length,-0.2204,Discount (savings_ratio=0.70) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B0765B3TH7,DEAL_SEEKER,savings_ratio,3.9305,review_log,-0.1706,Low review volume (log=9.52) limits SOCIAL_PROOF signal. Incentivise reviews — target 50+ reviews for stronger classification.
B08243SKCK,QUALITY_FIRST,review_percentile,1.1363,rating,-0.7811,Key driver: review_percentile. Main barrier: rating. Optimise rating to shift toward a higher-value segment.
B09MKP344P,QUALITY_FIRST,review_percentile,1.1501,price_savings,-0.1936,Key driver: review_percentile. Main barrier: price_savings. Optimise price_savings to shift toward a higher-value segment.
B00F159RIK,QUALITY_FIRST,review_percentile,0.6957,keyword_density,-0.5294,Key driver: review_percentile. Main barrier: keyword_density. Optimise keyword_density to shift toward a higher-value segment.
B085DTN6R2,DEAL_SEEKER,savings_ratio,3.8476,review_percentile,-0.1224,Discount (savings_ratio=0.61) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B08ZXZ362Z,QUALITY_FIRST,rating,5.045,savings_ratio,-1.1612,Key driver: rating. Main barrier: savings_ratio. Optimise savings_ratio to shift toward a higher-value segment.
B00LZLQ624,SOCIAL_PROOF,rating,2.7502,tfidf_black,-0.2137,Key driver: rating. Main barrier: tfidf_black. Optimise tfidf_black to shift toward a higher-value segment.
B09MB3DKG1,QUALITY_FIRST,rating,4.941,trust_score,-0.5695,Key driver: rating. Main barrier: trust_score. Optimise trust_score to shift toward a higher-value segment.
B088ZTJT2R,NICHE_EXPLORER,review_percentile,2.7877,social_proof_score,-0.3643,Key driver: review_percentile. Main barrier: social_proof_score. Optimise social_proof_score to shift toward a higher-value segment.
B0BGSV43WY,QUALITY_FIRST,rating,4.9647,review_log,-0.5764,Low review volume (log=3.64) limits SOCIAL_PROOF signal. Incentivise reviews — target 50+ reviews for stronger classification.
B0B4F2ZWL3,QUALITY_FIRST,review_percentile,1.1686,review_sentiment,-0.2371,Key driver: review_percentile. Main barrier: review_sentiment. Optimise review_sentiment to shift toward a higher-value segment.
B09F3PDDRF,DEAL_SEEKER,savings_ratio,3.6882,tfidf_adapter,-0.119,Discount (savings_ratio=0.65) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B09C6H53KH,DEAL_SEEKER,savings_ratio,3.2224,price_savings,-0.2281,Discount (savings_ratio=0.47) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B08WKCTFF3,DEAL_SEEKER,savings_ratio,3.6472,has_colour,-0.1282,Discount (savings_ratio=0.55) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B095PWLLY6,NICHE_EXPLORER,review_percentile,2.8074,social_proof_score,-0.3203,Key driver: review_percentile. Main barrier: social_proof_score. Optimise social_proof_score to shift toward a higher-value segment.
B07DKZCZ89,DEAL_SEEKER,savings_ratio,3.9292,review_log,-0.1718,Low review volume (log=9.62) limits SOCIAL_PROOF signal. Incentivise reviews — target 50+ reviews for stronger classification.
B08R69WBN7,DEAL_SEEKER,savings_ratio,3.8811,tfidf_charging,-0.2188,Discount (savings_ratio=0.70) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B0B4F4QZ1H,QUALITY_FIRST,review_percentile,1.1686,review_sentiment,-0.2371,Key driver: review_percentile. Main barrier: review_sentiment. Optimise review_sentiment to shift toward a higher-value segment.
B07J9KXQCC,QUALITY_FIRST,rating,5.4877,savings_ratio,-1.2291,Key driver: rating. Main barrier: savings_ratio. Optimise savings_ratio to shift toward a higher-value segment.
B08N6P8G5K,QUALITY_FIRST,savings_ratio,1.3288,rating,-2.1926,Key driver: savings_ratio. Main barrier: rating. Optimise rating to shift toward a higher-value segment.
B09Q8HMKZX,DEAL_SEEKER,savings_ratio,3.829,about_length,-0.2495,Discount (savings_ratio=0.62) is your primary DEAL_SEEKER driver. Maintain for deal-seeker conversions or reduce to <0.3 to attract quality buyers.
B09QS8V5N8,NICHE_EXPLORER,review_percentile,2.7617,review_sentiment,-0.1778,Key driver: review_percentile. Main barrier: review_sentiment. Optimise review_sentiment to shift toward a higher-value segment.
